Time,FHR
0.0,-1.0
0.002,-2.0
0.004,-0.5
0.006,-1.0
0.008,-0.75
0.01,-1.3125
0.012,-0.9375
0.014,-2.5625
0.016,-2.0
0.018000000000000002,-1.125
0.02,-1.0625
0.022,-2.25
0.024,-2.1875
0.026000000000000002,-1.4375
0.028,-0.1875
0.03,-0.625
0.032,-0.4375
0.034,-2.0
0.036000000000000004,-0.875
0.038,-0.75
0.04,-2.5
0.042,-1.625
0.044,-1.0625
0.046,0.125
0.048,-0.5
0.05,-0.625
0.052000000000000005,-1.3125
0.054,-0.5625
0.056,-1.4375
0.058,-1.3125
0.06,-1.4375
0.062,-0.625
0.064,-0.75
0.066,-0.75
0.068,-0.25
0.07,-1.75
0.07200000000000001,-0.9375
0.074,-1.375
0.076,-1.75
0.078,-1.125
0.08,-0.8125
0.082,-1.5625
0.084,-1.375
0.08600000000000001,-0.5
0.088,0.1875
0.09,-0.5
0.092,-1.0
0.094,-1.3125
0.096,-1.25
0.098,-0.9375
0.1,-1.125
0.10200000000000001,-0.5625
0.10400000000000001,-2.0
0.106,-1.25
0.108,-0.875
0.11,1.625
0.112,-1.375
0.114,-2.625
0.116,-2.875
0.11800000000000001,-1.5
0.12,-0.75
0.122,-1.375
0.124,-1.5
0.126,-0.125
0.128,-1.5625
0.13,-0.9375
0.132,-2.0625
0.134,-1.9375
0.136,-1.6875
0.138,0.3125
0.14,1.3125
0.14200000000000002,-0.6875
0.14400000000000002,-1.3125
0.146,-1.4375
0.148,-2.25
0.15,-1.0
0.152,-1.25
0.154,-1.0
0.156,-1.0
0.158,-1.0625
0.16,-1.3125
0.162,-2.3125
0.164,-0.8125
0.166,-0.4375
0.168,-0.4375
0.17,-0.4375
0.17200000000000001,-1.125
0.17400000000000002,-1.0625
0.176,-1.0
0.178,-1.0625
0.18,-1.5
0.182,-1.6875
0.184,-1.4375
0.186,-1.0625
0.188,-1.0
0.19,-1.5
0.192,-0.75
0.194,-0.9375
0.196,-1.375
0.198,-1.0625
0.2,-1.8125
0.202,-2.5
0.20400000000000001,-1.125
0.20600000000000002,-1.5625
0.20800000000000002,-1.875
0.21,-1.3125
0.212,-1.9375
0.214,-0.25
0.216,-0.375
0.218,-2.3125
0.22,-0.5625
0.222,-1.0625
0.224,-1.0
0.226,-0.9375
0.228,-1.625
0.23,-1.3125
0.232,-1.0
0.234,-2.5625
0.23600000000000002,-2.1875
0.23800000000000002,-0.1875
0.24,0.625
0.242,-2.625
0.244,-1.6875
0.246,-0.75
0.248,-1.3125
0.25,-1.3125
0.252,-0.5
0.254,-1.0625
0.256,-0.75
0.258,-0.9375
0.26,-0.4375
0.262,-1.625
0.264,-2.1875
0.266,-1.625
0.268,-0.5
0.27,-1.125
0.272,-1.875
0.274,-0.5625
0.276,-1.25
0.278,-1.375
0.28,-0.8125
0.28200000000000003,-1.625
0.28400000000000003,-1.3125
0.28600000000000003,-1.125
0.28800000000000003,-1.625
0.29,-1.4375
0.292,-1.1875
0.294,-1.6875
0.296,-1.0625
0.298,-0.25
0.3,-1.5
0.302,-0.375
0.304,-0.9375
0.306,-0.6875
0.308,-1.5
0.31,-1.4375
0.312,0.3125
0.314,-0.25
0.316,0.6875
0.318,-0.5625
0.32,-1.6875
0.322,-1.5625
0.324,-2.1875
0.326,-1.5
0.328,1.5625
0.33,0.3125
0.332,0.625
0.334,-0.6875
0.336,-1.1875
0.338,-0.75
0.34,0.1875
0.342,-1.1875
