Time,FHR
0.0,1.0
0.002,5.0
0.004,4.666666666666667
0.006,9.666666666666666
0.008,6.333333333333333
0.01,7.333333333333333
0.012,5.666666666666667
0.014,1.3333333333333333
0.016,-2.3333333333333335
0.018000000000000002,-0.3333333333333333
0.02,0.3333333333333333
0.022,0.6666666666666666
0.024,-2.0
0.026000000000000002,5.666666666666667
0.028,7.333333333333333
0.03,6.0
0.032,0.6666666666666666
0.034,3.3333333333333335
0.036000000000000004,1.0
0.038,5.0
0.04,10.333333333333334
0.042,6.333333333333333
0.044,4.666666666666667
0.046,4.333333333333333
0.048,7.0
0.05,2.3333333333333335
0.052000000000000005,1.6666666666666667
0.054,-2.6666666666666665
0.056,1.0
0.058,4.666666666666667
0.06,7.0
0.062,8.0
0.064,3.0
0.066,1.0
0.068,5.0
0.07,3.6666666666666665
0.07200000000000001,7.333333333333333
0.074,3.0
0.076,-4.0
0.078,-7.0
0.08,4.0
0.082,3.6666666666666665
0.084,6.333333333333333
0.08600000000000001,12.333333333333334
0.088,7.666666666666667
0.09,2.3333333333333335
0.092,2.6666666666666665
0.094,5.0
0.096,-2.3333333333333335
0.098,-0.6666666666666666
0.1,-2.0
0.10200000000000001,3.0
0.10400000000000001,-0.6666666666666666
0.106,-3.0
0.108,2.3333333333333335
0.11,1.3333333333333333
0.112,-2.0
0.114,3.6666666666666665
0.116,9.0
0.11800000000000001,3.0
0.12,4.333333333333333
0.122,3.3333333333333335
0.124,3.6666666666666665
0.126,9.0
0.128,3.0
0.13,5.333333333333333
0.132,6.666666666666667
0.134,7.0
0.136,6.0
0.138,2.0
0.14,0.3333333333333333
0.14200000000000002,-7.666666666666667
0.14400000000000002,-3.3333333333333335
0.146,4.666666666666667
0.148,2.6666666666666665
0.15,0.3333333333333333
0.152,3.3333333333333335
0.154,12.333333333333334
0.156,7.333333333333333
0.158,5.333333333333333
0.16,5.333333333333333
0.162,9.0
0.164,9.0
0.166,6.666666666666667
0.168,4.333333333333333
0.17,3.3333333333333335
0.17200000000000001,8.0
0.17400000000000002,8.333333333333334
0.176,9.0
0.178,6.333333333333333
0.18,7.333333333333333
0.182,2.6666666666666665
0.184,1.6666666666666667
0.186,4.333333333333333
0.188,6.0
0.19,2.6666666666666665
0.192,4.333333333333333
0.194,0.3333333333333333
0.196,-9.666666666666666
0.198,9.333333333333334
0.2,5.0
0.202,1.0
0.20400000000000001,3.6666666666666665
0.20600000000000002,3.0
0.20800000000000002,3.3333333333333335
0.21,6.0
0.212,2.6666666666666665
0.214,0.0
0.216,-1.3333333333333333
0.218,-0.6666666666666666
0.22,-4.333333333333333
0.222,-1.6666666666666667
0.224,-1.0
0.226,7.666666666666667
0.228,6.333333333333333
0.23,7.666666666666667
0.232,1.0
0.234,-1.6666666666666667
0.23600000000000002,6.0
0.23800000000000002,5.333333333333333
0.24,0.3333333333333333
0.242,0.6666666666666666
0.244,3.6666666666666665
0.246,3.0
0.248,0.6666666666666666
0.25,-5.333333333333333
0.252,-6.333333333333333
0.254,-4.333333333333333
0.256,-9.0
0.258,-10.333333333333334
0.26,1.3333333333333333
0.262,-0.3333333333333333
0.264,-4.666666666666667
0.266,2.0
0.268,7.333333333333333
0.27,8.666666666666666
0.272,16.0
0.274,25.333333333333332
0.276,34.666666666666664
0.278,43.333333333333336
0.28,47.666666666666664
0.28200000000000003,63.0
0.28400000000000003,75.33333333333333
0.28600000000000003,75.33333333333333
0.28800000000000003,77.0
0.29,78.33333333333333
0.292,74.0
0.294,73.0
0.296,65.0
0.298,49.0
0.3,36.0
0.302,18.666666666666668
0.304,5.333333333333333
0.306,3.0
0.308,2.0
0.31,4.0
0.312,2.3333333333333335
0.314,-0.3333333333333333
0.316,-3.6666666666666665
0.318,-5.0
0.32,-2.3333333333333335
0.322,-1.0
0.324,6.333333333333333
0.326,0.3333333333333333
0.328,4.0
0.33,4.666666666666667
0.332,3.3333333333333335
0.334,-1.0
0.336,1.3333333333333333
0.338,4.0
0.34,9.0
0.342,6.333333333333333
0.34400000000000003,2.6666666666666665
0.34600000000000003,0.6666666666666666
0.34800000000000003,5.0
0.35000000000000003,0.0
0.352,6.333333333333333
0.354,3.6666666666666665
0.356,0.0
0.358,-5.666666666666667
0.36,-7.0
0.362,1.0
0.364,1.0
0.366,5.666666666666667
0.368,2.6666666666666665
0.37,4.333333333333333
0.372,-1.6666666666666667
0.374,6.333333333333333
0.376,6.0
0.378,8.333333333333334
0.38,6.0
0.382,10.333333333333334
0.384,5.333333333333333
0.386,7.0
0.388,9.0
0.39,8.0
0.392,4.0
0.394,-4.666666666666667
0.396,3.0
0.398,0.6666666666666666
0.4,6.333333333333333
0.402,8.333333333333334
0.404,7.0
0.406,6.0
0.40800000000000003,-4.0
0.41000000000000003,5.333333333333333
0.41200000000000003,5.0
0.41400000000000003,8.0
0.41600000000000004,8.333333333333334
0.418,12.666666666666666
0.42,9.333333333333334
0.422,5.666666666666667
0.424,6.333333333333333
0.426,10.0
0.428,6.333333333333333
0.43,-1.3333333333333333
0.432,9.666666666666666
0.434,2.3333333333333335
0.436,9.0
